stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
Baegd741,,"GEROMPONT Avenue des Déportés 74",,  50.651931,   4.890270,,,0
Baegd742,,"GEROMPONT Avenue des Déportés 74",,  50.651979,   4.890100,,,0
Baegegl1,,"AUTRE-EGLISE Eglise",,  50.663079,   4.923704,,,0
Baegegl2,,"AUTRE-EGLISE Eglise",,  50.663151,   4.923620,,,0
Baeggar1,,"AUTRE-EGLISE Gare",,  50.663857,   4.918398,,,0
Baeggar2,,"AUTRE-EGLISE Gare",,  50.663964,   4.918366,,,0
Baegm501,,"AUTRE-EGLISE Rue de la Mêlée 50",,  50.659463,   4.909406,,,0
Baegm502,,"AUTRE-EGLISE Rue de la Mêlée 50",,  50.659827,   4.909799,,,0
Baegpon1,,"AUTRE-EGLISE Pont",,  50.655264,   4.898801,,,0
Baegpon2,,"AUTRE-EGLISE Pont",,  50.655434,   4.899312,,,0
Baegpon3,,"AUTRE-EGLISE Pont",,  50.654902,   4.897688,,,0
Baegpon4,,"AUTRE-EGLISE Pont",,  50.654853,   4.897897,,,0
Baisbar1,,"AISCHE-EN-REFAIL Baraque",,  50.598666,   4.823775,,,0
Balsbeg1,,"ALSEMBERG Begraafplaats van Vorst",,  50.755827,   4.332142,,,0
Balsbeg2,,"ALSEMBERG Begraafplaats van Vorst",,  50.756302,   4.331810,,,0
Balsnay1,,"ALSEMBERG Gensberg",,  50.746624,   4.332404,,,0
Balsnay2,,"ALSEMBERG Gensberg",,  50.746518,   4.332083,,,0
Balsnie1,,"ALSEMBERG Grootevelde",,  50.749529,   4.333995,,,0
Balsnie2,,"ALSEMBERG Grootevelde",,  50.749583,   4.333778,,,0
Balssvi1,,"ALSEMBERG Sint-Victor",,  50.741802,   4.334459,,,0
Balssvi2,,"ALSEMBERG Sint-Victor",,  50.741677,   4.334430,,,0
Balswin2,,"ALSEMBERG Winderickxplein",,  50.739697,   4.337933,,,0
Balswin3,,"ALSEMBERG Winderickxplein",,  50.739739,   4.338127,,,0
Balswsa1,,"ALSEMBERG Rondenbos",,  50.751621,   4.333377,,,0
Balswsa2,,"ALSEMBERG Rondenbos",,  50.751604,   4.333180,,,0
Balswwe1,,"ALSEMBERG De Meent",,  50.743561,   4.331612,,,0
Balswwe2,,"ALSEMBERG De Meent",,  50.743100,   4.331578,,,0
Barcast1,,"ARCHENNES Ancienne Station",,  50.747821,   4.691693,,,0
Barcast2,,"ARCHENNES Ancienne Station",,  50.747720,   4.691634,,,0
Barcbav1,,"ARCHENNES Bavay",,  50.749937,   4.686049,,,0
Barcbav2,,"ARCHENNES Bavay",,  50.749845,   4.685962,,,0
Barchez1,,"ARCHENNES Hézidelle",,  50.753370,   4.666991,,,0
Barchez2,,"ARCHENNES Hézidelle",,  50.753226,   4.667078,,,0
Barchoc1,,"ARCHENNES Hocaille",,  50.751496,   4.672247,,,0
Barchoc2,,"ARCHENNES Hocaille",,  50.751387,   4.672245,,,0
Barcpre1,,"ARCHENNES Préval",,  50.751081,   4.680107,,,0
Barcpre2,,"ARCHENNES Préval",,  50.750911,   4.680288,,,0
Barcsta1,,"ARCHENNES Station",,  50.754421,   4.662794,,,0
Barcsta2,,"ARCHENNES Station",,  50.754318,   4.662739,,,0
Barqbar1,,"ARQUENNES Bois d'Arpes",,  50.578477,   4.295769,,,0
Barqbar2,,"ARQUENNES Bois d'Arpes",,  50.578520,   4.296093,,,0
Barqbco1,,"ARQUENNES Bon Conseil",,  50.571341,   4.283172,,,0
Barqbco2,,"ARQUENNES Bon Conseil",,  50.571559,   4.284428,,,0
Barqhpe1,,"ARQUENNES Hameau Petit",,  50.572702,   4.289274,,,0
Barqhpe2,,"ARQUENNES Hameau Petit",,  50.572619,   4.289459,,,0
Barqhro1,,"ARQUENNES Hameau Roland",,  50.560840,   4.278229,,,0
Barqhro2,,"ARQUENNES Hameau Roland",,  50.561444,   4.278901,,,0
Barqhro4,,"ARQUENNES Hameau Roland",,  50.561425,   4.277203,,,0
Barqpla1,,"ARQUENNES Place",,  50.567303,   4.274678,,,0
Barqpla2,,"ARQUENNES Place",,  50.567263,   4.274805,,,0
Barqpwa1,,"ARQUENNES Pont de Warchais",,  50.566122,   4.282080,,,0
Barqpwa2,,"ARQUENNES Pont de Warchais",,  50.565715,   4.282026,,,0
Barqres1,,"ARQUENNES Résidence",,  50.569704,   4.285873,,,0
Barqres2,,"ARQUENNES Résidence",,  50.569619,   4.286055,,,0
Bauddel1,,"AUDERGHEM Métro Delta",,  50.818196,   4.404463,,,0
Bauddel2,,"AUDERGHEM Métro Delta",,  50.817449,   4.405210,,,0
Baudhan1,,"AUDERGHEM Hankar",,  50.821870,   4.405503,,,0
Baudhan2,,"AUDERGHEM Hankar",,  50.821773,   4.405427,,,0
Baudhde1,,"AUDERGHEM Herrmann-Debroux",,  50.812518,   4.428098,,,0
Baudhde2,,"AUDERGHEM Herrmann-Debroux",,  50.812285,   4.429079,,,0
Baudsju1,,"AUDERGHEM Eglise Saint-Julien",,  50.821085,   4.408225,,,0
Baudsju2,,"AUDERGHEM Eglise Saint-Julien",,  50.820590,   4.409487,,,0
Baudsta2,,"AUDERGHEM Rouge-Cloitre",,  50.811459,   4.439537,,,0
Baudstr1,,"AUDERGHEM Stratégie",,  50.824017,   4.400864,,,0
Baudstr2,,"AUDERGHEM Stratégie",,  50.824103,   4.400482,,,0
Baudtri1,,"AUDERGHEM Triomphe",,  50.817147,   4.400228,,,0
Baudtri2,,"AUDERGHEM Triomphe",,  50.817025,   4.400566,,,0
Baudulb1,,"AUDERGHEM ULB Jardin Massart",,  50.813456,   4.433421,,,0
Baudulb2,,"AUDERGHEM ULB Jardin Massart",,  50.813110,   4.434156,,,0
Baudvdr1,,"AUDERGHEM Van Drommen",,  50.819175,   4.414812,,,0
Baudvdr2,,"AUDERGHEM Van Drommen",,  50.818825,   4.415608,,,0
Baudvdu1,,"AUDERGHEM Val Duc",,  50.817566,   4.420978,,,0
Baudvdu2,,"AUDERGHEM Val Duc",,  50.817673,   4.419903,,,0
Baudwav1,,"AUDERGHEM Shopping",,  50.816841,   4.424770,,,0
Baudwav2,,"AUDERGHEM Shopping",,  50.815302,   4.425706,,,0
Bbaldot1,,"BOIGNEE Dottiats",,  50.504776,   4.621937,,,0
Bbaltba1,,"BALATRE Trou de Balâtre",,  50.503376,   4.626295,,,0
Bbalvil1,,"BALATRE Village",,  50.501140,   4.639950,,,0
Bbaualz1,,"BAULERS Alzémont",,  50.607844,   4.360513,,,0
Bbaualz2,,"BAULERS Alzémont",,  50.607744,   4.360627,,,0
Bbaubon1,,"BAULERS Bonaparte",,  50.614154,   4.341259,,,0
Bbaubru1,,"BAULERS Chaussée de Bruxelles",,  50.610309,   4.336750,,,0
Bbaubru2,,"BAULERS Chaussée de Bruxelles",,  50.610177,   4.336395,,,0
Bbaucai1,,"BAULERS Rue aux Cailloux",,  50.612014,   4.359567,,,0
Bbaucai2,,"BAULERS Rue aux Cailloux",,  50.612006,   4.360140,,,0
Bbaucba1,,"BAULERS Cité Baulers",,  50.606228,   4.347827,,,0
Bbaucba2,,"BAULERS Cité Baulers",,  50.606273,   4.348570,,,0
Bbauegl1,,"BAULERS Eglise",,  50.613243,   4.352547,,,0
Bbauegl2,,"BAULERS Eglise",,  50.613315,   4.352453,,,0
Bbauham1,,"BAULERS Hameau",,  50.610051,   4.364594,,,0
Bbauham2,,"BAULERS Hameau",,  50.609967,   4.364717,,,0
Bbaulil1,,"BAULERS Avenue des Lilas",,  50.605925,   4.345582,,,0
Bbaulil2,,"BAULERS Avenue des Lilas",,  50.605769,   4.345636,,,0
Bbaulos1,,"BAULERS Rue Lossignol",,  50.612595,   4.346940,,,0
Bbautri1,,"BAULERS Trigodet",,  50.606797,   4.352833,,,0
Bbautri2,,"BAULERS Trigodet",,  50.606700,   4.352976,,,0
Bbbksth1,,"BIERBEEK Sint-Theresiakapel",,  50.800537,   4.708745,,,0
Bbbksth2,,"BIERBEEK Sint-Theresiakapel",,  50.801182,   4.708793,,,0
Bbch4br1,,"BRAINE-LE-CHATEAU Quatre Bras",,  50.682985,   4.272217,,,0
Bbch4br2,,"BRAINE-LE-CHATEAU Quatre Bras",,  50.682872,   4.272305,,,0
Bbch4br3,,"BRAINE-LE-CHATEAU Quatre Bras",,  50.684478,   4.272231,,,0
Bbch4br4,,"BRAINE-LE-CHATEAU Quatre Bras",,  50.683516,   4.272527,,,0
Bbch4br5,,"BRAINE-LE-CHATEAU Quatre Bras",,  50.682970,   4.272993,,,0
Bbch4br6,,"BRAINE-LE-CHATEAU Quatre Bras",,  50.682211,   4.272997,,,0
Bbchboi1,,"BRAINE-LE-CHATEAU Les Boignées",,  50.678243,   4.300586,,,0
Bbchcab1,,"BRAINE-LE-CHATEAU Rue Cabiau",,  50.677969,   4.274171,,,0
Bbchcab2,,"BRAINE-LE-CHATEAU Rue Cabiau",,  50.679332,   4.274002,,,0
Bbchcbl1,,"BRAINE-LE-CHATEAU Cheval Blanc",,  50.691926,   4.269146,,,0
Bbchcbl2,,"BRAINE-LE-CHATEAU Cheval Blanc",,  50.690641,   4.269409,,,0
Bbchdev1,,"BRAINE-LE-CHATEAU Rue des Dévoués",,  50.674909,   4.275185,,,0
Bbchdev2,,"BRAINE-LE-CHATEAU Rue des Dévoués",,  50.675017,   4.275351,,,0
Bbchdra1,,"BRAINE-LE-CHATEAU Le Drabbe",,  50.683342,   4.283902,,,0
Bbchdra2,,"BRAINE-LE-CHATEAU Le Drabbe",,  50.683067,   4.284813,,,0
Bbchgod1,,"BRAINE-LE-CHATEAU Godeaux",,  50.681206,   4.251837,,,0
Bbchgod2,,"BRAINE-LE-CHATEAU Godeaux",,  50.681145,   4.252240,,,0
Bbchm381,,"BRAINE-LE-CHATEAU Maison 38",,  50.694953,   4.268046,,,0
Bbchm382,,"BRAINE-LE-CHATEAU Maison 38",,  50.694468,   4.268004,,,0
Bbchmai1,,"BRAINE-LE-CHATEAU La Maisonnée",,  50.666180,   4.283542,,,0
Bbchmai2,,"BRAINE-LE-CHATEAU La Maisonnée",,  50.666133,   4.284142,,,0
Bbchmin1,,"BRAINE-LE-CHATEAU Les Minous",,  50.670055,   4.276800,,,0
Bbchmin2,,"BRAINE-LE-CHATEAU Les Minous",,  50.669599,   4.277130,,,0
Bbchndb1,,"BRAINE-LE-CHATEAU Rue Notre Dame au Bois",,  50.680485,   4.261109,,,0
Bbchndb2,,"BRAINE-LE-CHATEAU Rue Notre Dame au Bois",,  50.680290,   4.260575,,,0
Bbchpil1,,"BRAINE-LE-CHATEAU Pilori",,  50.682172,   4.266501,,,0
Bbchpil2,,"BRAINE-LE-CHATEAU Pilori",,  50.681902,   4.266196,,,0
Bbchrra2,,"BRAINE-LE-CHATEAU Rue des Radoux",,  50.683946,   4.276479,,,0
Bbchrra3,,"BRAINE-LE-CHATEAU Rue des Radoux",,  50.684009,   4.276075,,,0
Bbchsac1,,"BRAINE-LE-CHATEAU Rue du Sacrement",,  50.669360,   4.304202,,,0
Bbchtry1,,"WAUTHIER-BRAINE Rue du Try",,  50.681801,   4.297603,,,0
Bbchume1,,"BRAINE-LE-CHATEAU Usines Meurice",,  50.680360,   4.245825,,,0
Bbchume2,,"BRAINE-LE-CHATEAU Usines Meurice",,  50.680299,   4.246622,,,0
Bbcoben1,,"BRAINE-LE-COMTE Barrière d'Enghien",,  50.617568,   4.139041,,,0
Bbcoben2,,"BRAINE-LE-COMTE Barrière d'Enghien",,  50.617948,   4.138956,,,0
Bbcocou1,,"BRAINE-LE-COMTE Coulette",,  50.611895,   4.140701,,,0
Bbcocou2,,"BRAINE-LE-COMTE Coulette",,  50.612116,   4.140588,,,0
Bbcocvb1,,"BRAINE-LE-COMTE Clos du Vert Bois",,  50.605282,   4.178049,,,0
Bbcocvb2,,"BRAINE-LE-COMTE Clos du Vert Bois",,  50.604859,   4.178450,,,0
Bbcodam3,,"BRAINE-LE-COMTE Chemin des Dames",,  50.608133,   4.155536,,,0
Bbcodam4,,"BRAINE-LE-COMTE Chemin des Dames",,  50.607811,   4.154567,,,0
Bbcoeca1,,"BRAINE-LE-COMTE Route d'Ecaussinnes",,  50.603455,   4.131907,,,0
Bbcoeco1,,"BRAINE-LE-COMTE Ecoles",,  50.607437,   4.133343,,,0
Bbcoeco2,,"BRAINE-LE-COMTE Ecoles",,  50.607509,   4.133147,,,0
Bbcogar1,,"BRAINE-LE-COMTE Gare",,  50.605488,   4.137523,,,0
Bbcogar2,,"BRAINE-LE-COMTE Gare",,  50.605546,   4.137575,,,0
Bbcogpl1,,"BRAINE-LE-COMTE Place",,  50.610994,   4.135819,,,0
Bbcogpl2,,"BRAINE-LE-COMTE Place",,  50.610254,   4.135204,,,0
Bbcohou3,,"BRAINE-LE-COMTE Houssière",,  50.609703,   4.165383,,,0
Bbcohou4,,"BRAINE-LE-COMTE Houssière",,  50.609576,   4.165808,,,0
Bbcolno1,,"BRAINE-LE-COMTE Lion Noir",,  50.614611,   4.136775,,,0
Bbcolno2,,"BRAINE-LE-COMTE Lion Noir",,  50.614345,   4.136442,,,0
Bbcomar1,,"BRAINE-LE-COMTE Marouset",,  50.609398,   4.171580,,,0
Bbcomar2,,"BRAINE-LE-COMTE Marouset",,  50.609272,   4.171575,,,0
Bbcopre1,,"BRAINE-LE-COMTE Prestremont",,  50.622651,   4.142478,,,0
Bbcopre2,,"BRAINE-LE-COMTE Prestremont",,  50.622658,   4.142133,,,0
Bbcoroy1,,"BRAINE-LE-COMTE Chemin Royal",,  50.626695,   4.145233,,,0
Bbcoroy2,,"BRAINE-LE-COMTE Chemin Royal",,  50.626694,   4.144889,,,0
Bbcoser1,,"BRAINE-LE-COMTE Rue de Serbie",,  50.605605,   4.132982,,,0
Bbcoser2,,"BRAINE-LE-COMTE Rue de Serbie",,  50.605512,   4.132939,,,0
Bbcoubo2,,"BRAINE-LE-COMTE Bourleau",,  50.606944,   4.143349,,,0
Bbcoubo3,,"BRAINE-LE-COMTE Bourleau",,  50.607142,   4.143394,,,0
Bbea3he1,,"BEAUVECHAIN Rue des 3 Héros",,  50.761468,   4.817564,,,0
Bbea3he2,,"BEAUVECHAIN Rue des 3 Héros",,  50.761126,   4.816982,,,0
Bbeaap11,,"BEAUVECHAIN Aérodrome P1",,  50.753739,   4.783755,,,0
Bbeaap12,,"BEAUVECHAIN Aérodrome P1",,  50.753995,   4.783679,,,0
Bbeaap51,,"BEAUVECHAIN Aérodrome P5",,  50.772141,   4.780924,,,0
Bbeaap52,,"BEAUVECHAIN Aérodrome P5",,  50.772632,   4.780669,,,0
Bbeabme1,,"LA BRUYÈRE Rue de Mélin",,  50.761796,   4.784496,,,0
Bbeabme2,,"LA BRUYÈRE Rue de Mélin",,  50.761841,   4.784712,,,0
Bbeacha1,,"BEAUVECHAIN Chapelle",,  50.775136,   4.778440,,,0
Bbeacha2,,"BEAUVECHAIN Chapelle",,  50.775190,   4.778588,,,0
Bbeaech1,,"L'ECLUSE Chapelle",,  50.776869,   4.825437,,,0
Bbeaech2,,"L'ECLUSE Chapelle",,  50.776982,   4.825407,,,0
Bbeaegl1,,"LA BRUYÈRE Eglise",,  50.763759,   4.787161,,,0
Bbeaegl2,,"LA BRUYÈRE Eglise",,  50.763884,   4.787459,,,0
Bbeagae1,,"L'ECLUSE Rue de Gaet",,  50.772812,   4.831190,,,0
Bbeagae2,,"L'ECLUSE Rue de Gaet",,  50.772854,   4.831348,,,0
Bbealbu3,,"BEAUVECHAIN Les Burettes",,  50.776390,   4.792591,,,0
Bbealbu4,,"BEAUVECHAIN Les Burettes",,  50.776509,   4.792563,,,0
Bbealon3,,"BEAUVECHAIN Rue Longue",,  50.770413,   4.802751,,,0
Bbealon4,,"BEAUVECHAIN Rue Longue",,  50.770388,   4.803075,,,0
Bbealou1,,"BEAUVECHAIN Rue de Louvain",,  50.780660,   4.791842,,,0
Bbealou2,,"BEAUVECHAIN Rue de Louvain",,  50.780823,   4.791563,,,0
Bbeamon1,,"BEAUVECHAIN Monument",,  50.780598,   4.775682,,,0
Bbeamon2,,"BEAUVECHAIN Monument",,  50.780705,   4.775661,,,0
Bbeaneu3,,"BEAUVECHAIN Rue Neuve",,  50.758667,   4.782376,,,0
Bbeaneu4,,"BEAUVECHAIN Rue Neuve",,  50.758457,   4.782351,,,0
Bbeapim1,,"BEAUVECHAIN Rue de Pymont",,  50.779168,   4.781224,,,0
Bbeapim2,,"BEAUVECHAIN Rue de Pymont",,  50.779238,   4.781113,,,0
Bbeardu1,,"BEAUVECHAIN Rue Duchêne",,  50.768679,   4.796183,,,0
Bbeardu2,,"BEAUVECHAIN Rue Duchêne",,  50.768576,   4.796237,,,0
Bbearwa1,,"BEAUVECHAIN Rue de Wahenge",,  50.767084,   4.791557,,,0
Bbearwa2,,"BEAUVECHAIN Rue de Wahenge",,  50.766930,   4.791536,,,0
Bbeascl1,,"BEAUVECHAIN Sclimpré",,  50.763987,   4.812639,,,0
Bbeascl2,,"BEAUVECHAIN Sclimpré",,  50.763880,   4.812637,,,0
Bbeasta1,,"BEAUVECHAIN Rue de la Station",,  50.779007,   4.771120,,,0
Bbeasta2,,"BEAUVECHAIN Rue de la Station",,  50.779191,   4.771205,,,0
Bbeubos1,,"BEUZET Route de Bossière",,  50.532666,   4.741034,,,0
Bbeubos2,,"BEUZET Route de Bossière",,  50.532541,   4.741056,,,0
Bbgeegl1,,"BIERGES Eglise",,  50.711348,   4.589937,,,0
Bbgeegl2,,"BIERGES Eglise",,  50.711311,   4.589157,,,0
Bbgelre1,,"BIERGES ""La Réserve""",,  50.701997,   4.615615,,,0
Bbgelre2,,"BIERGES ""La Réserve""",,  50.701944,   4.615382,,,0
Bbgepau1,,"BIERGES Pont Autoroute",,  50.712760,   4.600195,,,0
Bbgepau2,,"BIERGES Pont Autoroute",,  50.712567,   4.599768,,,0
Bbgerlr1,,"BIERGES Rue de La Roche",,  50.713575,   4.580791,,,0
Bbgerlr2,,"BIERGES Rue de La Roche",,  50.713460,   4.581046,,,0
Bbgever1,,"BIERGES Verseau",,  50.722433,   4.581654,,,0
Bbgever2,,"BIERGES Verseau",,  50.722196,   4.581734,,,0
Bbgevil1,,"BIERGES Village",,  50.708810,   4.594991,,,0
Bbgevil2,,"BIERGES Village",,  50.708283,   4.593807,,,0
Bbgewal1,,"BIERGES Walibi",,  50.704860,   4.587403,,,0
Bbgewal2,,"BIERGES Walibi",,  50.704945,   4.587297,,,0
Bbghcar1,,"BIERGHES Carrière",,  50.691544,   4.102506,,,0
Bbghcar2,,"BIERGHES Carrière",,  50.691687,   4.102506,,,0
Bbghepi1,,"BIERGHES Epine",,  50.700403,   4.137945,,,0
Bbghepi2,,"BIERGHES Epine",,  50.700713,   4.138536,,,0
Bbghgli1,,"BIERGHES Garage Limbourg",,  50.694005,   4.114396,,,0
Bbghgli2,,"BIERGHES Garage Limbourg",,  50.694137,   4.114304,,,0
Bbghpln1,,"BIERGHES Place Léopold Nuttinck",,  50.696826,   4.120128,,,0
Bbghsar1,,"BIERGHES Rue du Sartiau",,  50.697921,   4.128760,,,0
Bbghsar2,,"BIERGHES Rue du Sartiau",,  50.698052,   4.128669,,,0
Bbghsta1,,"BIERGHES Rue de la Station",,  50.695685,   4.120565,,,0
Bbghsta2,,"BIERGHES Rue de la Station",,  50.695767,   4.120283,,,0
Bbghsta3,,"BIERGHES Rue de la Station",,  50.694442,   4.120666,,,0
Bbghsta4,,"BIERGHES Rue de la Station",,  50.694652,   4.120610,,,0
Bbgncnd1,,"BOIGNEE Chapelle N.D. de Bon Secours",,  50.499206,   4.597835,,,0
Bbgncnd2,,"BOIGNEE Chapelle N.D. de Bon Secours",,  50.499114,   4.597920,,,0
Bbgnpla1,,"BOIGNEE Place",,  50.502312,   4.607169,,,0
Bbgnton1,,"BOIGNEE Route de Tongrinne",,  50.503337,   4.615898,,,0
Bbgnvel1,,"BOIGNEE Route de Velaine",,  50.496988,   4.590705,,,0
Bbgnvel2,,"BOIGNEE Route de Velaine",,  50.496531,   4.591406,,,0
Bbiecim1,,"BIEZ Cimetière",,  50.729931,   4.707737,,,0
Bbiecim2,,"BIEZ Cimetière",,  50.729514,   4.708251,,,0
Bbiecoc1,,"BIEZ Cocrou",,  50.737524,   4.717934,,,0
Bbiecoc2,,"BIEZ Cocrou",,  50.737574,   4.718601,,,0
Bbiefon1,,"BIEZ Rue du Fond",,  50.738928,   4.723774,,,0
Bbiefon2,,"BIEZ Rue du Fond",,  50.738722,   4.723806,,,0
Bbiehec1,,"HEZE Ecoles",,  50.719437,   4.720690,,,0
Bbiehec2,,"HEZE Ecoles",,  50.719381,   4.720543,,,0
Bbiehev1,,"HEZE Entrée Village",,  50.723212,   4.713570,,,0
Bbiehev2,,"HEZE Entrée Village",,  50.723263,   4.713313,,,0
Bbiehpo1,,"HEZE Les Pommiers",,  50.718286,   4.724455,,,0
Bbiehpo2,,"HEZE Les Pommiers",,  50.718126,   4.724626,,,0
Bbiehss1,,"HEZE Chapelle du Saint-Sang",,  50.718771,   4.729262,,,0
Bbiehss2,,"HEZE Chapelle du Saint-Sang",,  50.718663,   4.729263,,,0
Bbiemor1,,"BIEZ Route de Morsaint",,  50.732557,   4.703250,,,0
Bbiemor2,,"BIEZ Route de Morsaint",,  50.732614,   4.703106,,,0
Bbiemse1,,"BIEZ Morsaint St-Eloy",,  50.723009,   4.693178,,,0
Bbiemse2,,"BIEZ Morsaint St-Eloy",,  50.722901,   4.693206,,,0
Bbiepon1,,"BIEZ Pont",,  50.723431,   4.697397,,,0
Bbiepon2,,"BIEZ Pont",,  50.723339,   4.697656,,,0
Bbiepre1,,"BIEZ Préventorium",,  50.726616,   4.710560,,,0
Bbiepre2,,"BIEZ Préventorium",,  50.726583,   4.710398,,,0
Bbiesbi1,,"BIEZ Sart-Biez",,  50.732338,   4.731843,,,0
Bbiesbi2,,"BIEZ Sart-Biez",,  50.732261,   4.731721,,,0
Bblaaca1,,"BRAINE-L'ALLEUD Académie",,  50.682281,   4.366098,,,0
Bblaadm1,,"BRAINE-L'ALLEUD Administration Communale",,  50.668928,   4.385320,,,0
Bblaadm2,,"BRAINE-L'ALLEUD Administration Communale",,  50.668872,   4.385209,,,0
Bblaall1,,"BRAINE-L'ALLEUD Rue des Alliés",,  50.681036,   4.377200,,,0
Bblaall2,,"BRAINE-L'ALLEUD Rue des Alliés",,  50.680964,   4.377489,,,0
Bblaang1,,"BRAINE-L'ALLEUD Bd d'Angleterre -  P. Alliance",,  50.664993,   4.379043,,,0
Bblaang2,,"BRAINE-L'ALLEUD Bd d'Angleterre -  P. Alliance",,  50.665133,   4.378849,,,0
Bblaast1,,"BRAINE-L'ALLEUD Ancienne Station",,  50.684977,   4.376583,,,0
Bblaast2,,"BRAINE-L'ALLEUD Ancienne Station",,  50.684977,   4.376752,,,0
Bblabar1,,"BRAINE-L'ALLEUD Barrière",,  50.669675,   4.386912,,,0
Bblabfo1,,"BRAINE-L'ALLEUD Bonne Fosse",,  50.682702,   4.393926,,,0
Bblabfo2,,"BRAINE-L'ALLEUD Bonne Fosse",,  50.682383,   4.394104,,,0
Bblabos1,,"BRAINE-L'ALLEUD Bosquet",,  50.695973,   4.343099,,,0
Bblabos2,,"BRAINE-L'ALLEUD Bosquet",,  50.695849,   4.343128,,,0
Bblacar1,,"BRAINE-L'ALLEUD Carron",,  50.695012,   4.337718,,,0
Bblacar2,,"BRAINE-L'ALLEUD Carron",,  50.694970,   4.338132,,,0
Bblaccm1,,"BRAINE-L'ALLEUD Collège - Gare AB",,  50.687153,   4.386803,,,0
Bblacco1,,"BRAINE-L'ALLEUD Côté du Collège",,  50.686341,   4.394267,,,0
Bblacco2,,"BRAINE-L'ALLEUD Côté du Collège",,  50.686177,   4.392664,,,0
Bblacea1,,"BRAINE-L'ALLEUD Château d'Eau",,  50.711336,   4.354164,,,0
Bblacea2,,"BRAINE-L'ALLEUD Château d'Eau",,  50.711085,   4.354122,,,0
Bblacha1,,"BRAINE-L'ALLEUD La Chapelle",,  50.697038,   4.365267,,,0
Bblacha2,,"BRAINE-L'ALLEUD La Chapelle",,  50.696845,   4.365578,,,0
Bblacim2,,"BRAINE-L'ALLEUD Cimetière",,  50.687161,   4.373223,,,0
Bblaece1,,"ERMITE Centre",,  50.714316,   4.352119,,,0
Bblaece2,,"ERMITE Centre",,  50.714260,   4.351941,,,0
Bblaegl1,,"ERMITE Eglise",,  50.707408,   4.356892,,,0
Bblaegl2,,"ERMITE Eglise",,  50.707479,   4.356630,,,0
Bblaelo1,,"BRAINE-L'ALLEUD Rue Jean Volders",,  50.689468,   4.368605,,,0
Bblaeur1,,"BRAINE-L'ALLEUD Boulevard de l'Europe",,  50.681987,   4.385198,,,0
Bblafab1,,"BRAINE-L'ALLEUD Fabrique",,  50.675716,   4.362521,,,0
Bblafab2,,"BRAINE-L'ALLEUD Fabrique",,  50.675640,   4.362641,,,0
Bblafra1,,"BRAINE-L'ALLEUD Rue de la Fraternité",,  50.673891,   4.383728,,,0
Bblafra2,,"BRAINE-L'ALLEUD Rue de la Fraternité",,  50.673084,   4.384579,,,0
Bblafra3,,"BRAINE-L'ALLEUD Rue de la Fraternité",,  50.673566,   4.384458,,,0
Bblafrn1,,"BRAINE-L'ALLEUD Bd de France -  P. Alliance",,  50.666980,   4.378077,,,0
Bblafrn2,,"BRAINE-L'ALLEUD Bd de France -  P. Alliance",,  50.667053,   4.378367,,,0
Bblagar1,,"BRAINE-L'ALLEUD Gare",,  50.684536,   4.375499,,,0
Bblagar2,,"BRAINE-L'ALLEUD Gare",,  50.684306,   4.375462,,,0
Bblagar3,,"BRAINE-L'ALLEUD Gare",,  50.684090,   4.375428,,,0
Bblagar4,,"BRAINE-L'ALLEUD Gare",,  50.683868,   4.375392,,,0
Bblagar5,,"BRAINE-L'ALLEUD Gare",,  50.683641,   4.375357,,,0
Bblagar6,,"BRAINE-L'ALLEUD Gare",,  50.683435,   4.375329,,,0
Bblagar7,,"BRAINE-L'ALLEUD Gare",,  50.683191,   4.375286,,,0
Bblagar8,,"BRAINE-L'ALLEUD Gare",,  50.682946,   4.375234,,,0
Bblagar9,,"BRAINE-L'ALLEUD Gare",,  50.682715,   4.375193,,,0
Bblagard,,"BRAINE-L'ALLEUD Gare",,  50.684502,   4.375194,,,0
Bblager1,,"BRAINE-L'ALLEUD Avenue Germinal",,  50.672312,   4.390280,,,0
Bblague1,,"BRAINE-L'ALLEUD Rue au Gué",,  50.679795,   4.370015,,,0
Bblague2,,"BRAINE-L'ALLEUD Rue au Gué",,  50.680149,   4.370116,,,0
Bblahop1,,"BRAINE-L'ALLEUD Hôpital",,  50.683232,   4.367444,,,0
Bblajap1,,"BRAINE-L'ALLEUD Av. du Japon -  P. Alliance",,  50.667989,   4.384527,,,0
Bblaljo1,,"BRAINE-L'ALLEUD Avenue L. Jourez",,  50.685276,   4.370576,,,0
Bblamer1,,"BRAINE-L'ALLEUD Merbraine",,  50.683316,   4.389450,,,0
Bblamer2,,"BRAINE-L'ALLEUD Merbraine",,  50.683251,   4.389122,,,0
Bblamp5,,"BRAINE-L'ALLEUD Mont-Saint-Pont",,  50.700182,   4.363830,,,0
Bblamsj1,,"BRAINE-L'ALLEUD Route de Mont-Saint-Jean",,  50.686385,   4.385870,,,0
Bblamsj2,,"BRAINE-L'ALLEUD Route de Mont-Saint-Jean",,  50.685861,   4.383147,,,0
Bblamsj3,,"BRAINE-L'ALLEUD Route de Mont-Saint-Jean",,  50.685282,   4.386365,,,0
Bblamsp1,,"BRAINE-L'ALLEUD Mont-Saint-Pont",,  50.699246,   4.360739,,,0
Bblamsp2,,"BRAINE-L'ALLEUD Mont-Saint-Pont",,  50.698929,   4.362450,,,0
